Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
1,1.179,2,460,22,r205n12.gzip,[390],330,0.96,0.59,0.12,0.33,0.2,0.14,"[[2053    7]
 [  73   10]]",0.99,0.47,0.13,0.31,0.21,0.16,"[[10533    24]
 [  135    21]]",0.97,0.65,0.35,0.55,0.45,0.38,"[[2047   15]
 [  53   28]]",0.99,0.5,0.33,0.46,0.4,0.36,"[[10505    51]
 [  105    52]]"
1,1.179,8,460,22,r205n12.gzip,[390],330,0.83,0.21,0.98,0.25,0.34,0.56,"[[1672  371]
 [   2   98]]",0.83,0.09,0.95,0.11,0.17,0.34,"[[8745 1775]
 [   9  184]]",0.85,0.23,0.97,0.27,0.37,0.59,"[[1724  321]
 [   3   95]]",0.85,0.1,0.93,0.12,0.18,0.35,"[[8953 1569]
 [  14  177]]"
1,1.179,2,460,22,r209n06.gzip,[390],330,0.69,0.12,0.98,0.15,0.22,0.41,"[[1655  797]
 [   2  112]]",0.68,0.05,0.99,0.06,0.1,0.21,"[[8519 4085]
 [   2  224]]",0.72,0.13,0.93,0.15,0.22,0.41,"[[1733  721]
 [   8  104]]",0.72,0.06,0.95,0.07,0.1,0.22,"[[9012 3598]
 [  10  210]]"
1,1.179,8,460,22,r209n06.gzip,[390],330,0.75,0.15,0.99,0.18,0.26,0.46,"[[1800  653]
 [   1  112]]",0.72,0.06,0.98,0.07,0.11,0.24,"[[9054 3552]
 [   4  220]]",0.79,0.17,0.97,0.2,0.29,0.5,"[[1903  547]
 [   4  112]]",0.77,0.07,0.96,0.08,0.13,0.27,"[[9660 2944]
 [   9  217]]"
1,1.179,2,460,22,r212n17.gzip,[390],330,0.97,0.26,0.63,0.3,0.37,0.49,"[[2083   54]
 [  11   19]]",0.98,0.13,0.65,0.15,0.22,0.36,"[[10527   249]
 [   20    37]]",0.99,0.52,0.55,0.52,0.53,0.54,"[[2123   15]
 [  13   16]]",0.99,0.32,0.63,0.36,0.43,0.53,"[[10697    77]
 [   22    37]]"
1,1.179,8,460,22,r212n17.gzip,[390],330,0.88,0.09,0.79,0.11,0.17,0.32,"[[1873  260]
 [   7   27]]",0.88,0.04,0.71,0.04,0.07,0.15,"[[9451 1313]
 [  20   49]]",1.0,0.87,0.62,0.8,0.72,0.66,"[[2144    2]
 [   8   13]]",1.0,0.73,0.52,0.67,0.61,0.55,"[[10778     9]
 [   22    24]]"
1,1.179,2,460,22,r210n15.gzip,[390],330,0.94,0.43,0.86,0.48,0.57,0.72,"[[2363  150]
 [  19  114]]",0.93,0.21,0.82,0.24,0.33,0.52,"[[12110   847]
 [   49   223]]",0.96,0.59,0.84,0.62,0.69,0.77,"[[2437   78]
 [  21  110]]",0.96,0.32,0.8,0.37,0.46,0.62,"[[12507   453]
 [   54   215]]"
1,1.179,8,460,22,r210n15.gzip,[390],330,0.9,0.3,0.83,0.35,0.45,0.62,"[[2259  254]
 [  22  111]]",0.91,0.17,0.86,0.2,0.29,0.48,"[[11769  1175]
 [   41   244]]",0.96,0.51,0.75,0.55,0.61,0.69,"[[2434   88]
 [  31   93]]",0.97,0.34,0.78,0.39,0.48,0.62,"[[12564   399]
 [   58   208]]"
1,1.179,2,460,22,r221n05.gzip,[390],330,0.81,0.54,0.79,0.58,0.64,0.72,"[[1377  309]
 [  98  366]]",0.81,0.29,0.79,0.33,0.42,0.58,"[[7987 1827]
 [ 200  736]]",0.87,0.65,0.8,0.67,0.72,0.76,"[[1520  190]
 [  89  351]]",0.87,0.36,0.79,0.41,0.5,0.64,"[[8606 1250]
 [ 187  707]]"
1,1.179,8,460,22,r221n05.gzip,[390],330,0.53,0.34,0.94,0.39,0.5,0.69,"[[647 977]
 [ 31 495]]",0.46,0.15,0.95,0.18,0.26,0.45,"[[3919 5771]
 [  58 1002]]",0.7,0.45,0.98,0.5,0.61,0.79,"[[1005  628]
 [  12  505]]",0.65,0.21,0.97,0.25,0.35,0.57,"[[6007 3704]
 [  31 1008]]"
1,1.179,2,460,22,r233n14.gzip,[390],330,0.88,0.42,0.98,0.47,0.59,0.77,"[[2045  300]
 [   5  215]]",0.87,0.2,0.97,0.24,0.33,0.55,"[[10713  1677]
 [   13   419]]",0.96,0.71,0.9,0.74,0.79,0.85,"[[2275   77]
 [  22  191]]",0.97,0.5,0.91,0.55,0.64,0.78,"[[12019   383]
 [   38   382]]"
1,1.179,8,460,22,r233n14.gzip,[390],330,0.92,0.27,0.03,0.11,0.06,0.04,"[[2353   16]
 [ 190    6]]",0.97,0.21,0.04,0.11,0.07,0.05,"[[12366    61]
 [  379    16]]",0.88,0.39,0.95,0.45,0.56,0.74,"[[2069  295]
 [  10  191]]",0.89,0.22,0.97,0.25,0.35,0.57,"[[10958  1452]
 [   14   398]]"
1,1.179,2,460,22,r234n10.gzip,[390],330,0.82,0.06,0.88,0.08,0.12,0.25,"[[1841  406]
 [   4   28]]",0.81,0.03,0.89,0.04,0.06,0.13,"[[9212 2111]
 [   8   62]]",0.82,0.06,0.88,0.08,0.12,0.25,"[[1837  410]
 [   4   28]]",0.81,0.03,0.89,0.04,0.06,0.13,"[[9223 2100]
 [   8   62]]"
1,1.179,8,460,22,r234n10.gzip,[390],330,0.99,0.0,0.0,,,,"[[2254    1]
 [  24    0]]",0.99,0.12,0.02,0.06,0.03,0.02,"[[11332     7]
 [   53     1]]",0.87,0.09,0.85,0.11,0.16,0.31,"[[1955  291]
 [   5   28]]",0.88,0.04,0.78,0.05,0.07,0.16,"[[9933 1391]
 [  15   54]]"
1,1.179,2,460,22,r232n05.gzip,[390],330,0.99,0.73,0.71,0.72,0.72,0.71,"[[2088    9]
 [  10   24]]",0.99,0.39,0.66,0.42,0.49,0.58,"[[10528    65]
 [   21    41]]",0.99,0.61,0.72,0.62,0.66,0.69,"[[2084   15]
 [   9   23]]",0.99,0.38,0.69,0.42,0.49,0.6,"[[10530    66]
 [   18    41]]"
1,1.179,8,460,22,r232n05.gzip,[390],330,0.99,0.64,0.55,0.62,0.59,0.57,"[[2093    9]
 [  13   16]]",0.99,0.48,0.63,0.5,0.54,0.59,"[[10553    42]
 [   22    38]]",0.99,0.67,0.44,0.61,0.53,0.48,"[[2098    6]
 [  15   12]]",1.0,0.6,0.5,0.57,0.54,0.52,"[[10588    17]
 [   25    25]]"
1,1.179,2,460,22,r214n09.gzip,[390],330,0.99,0.5,0.19,0.38,0.28,0.22,"[[1947    4]
 [  17    4]]",0.99,0.37,0.24,0.33,0.29,0.26,"[[9796   19]
 [  34   11]]",0.99,,0.0,,,,"[[1954    0]
 [  18    0]]",1.0,0.11,0.03,0.07,0.04,0.03,"[[9814    8]
 [  37    1]]"
1,1.179,8,460,22,r214n09.gzip,[390],330,0.98,0.33,0.27,0.32,0.3,0.28,"[[1932   14]
 [  19    7]]",0.99,0.16,0.27,0.17,0.2,0.24,"[[9742   70]
 [  35   13]]",0.99,0.0,0.0,,,,"[[1948    3]
 [  21    0]]",1.0,0.14,0.03,0.08,0.04,0.03,"[[9816    6]
 [  37    1]]"
1,1.179,2,460,22,r231n18.gzip,[390],330,0.97,0.29,0.59,0.32,0.39,0.49,"[[1605   40]
 [  11   16]]",0.97,0.13,0.63,0.16,0.22,0.36,"[[8066  236]
 [  21   36]]",0.99,0.56,0.41,0.52,0.47,0.43,"[[1643    7]
 [  13    9]]",0.99,0.26,0.48,0.28,0.34,0.41,"[[8250   63]
 [  24   22]]"
1,1.179,8,460,22,r231n18.gzip,[390],330,0.98,0.57,0.14,0.35,0.22,0.16,"[[1640    3]
 [  25    4]]",0.99,0.35,0.15,0.28,0.21,0.17,"[[8291   15]
 [  45    8]]",0.93,0.18,0.64,0.21,0.28,0.42,"[[1541   98]
 [  12   21]]",0.94,0.09,0.77,0.1,0.15,0.3,"[[7794  504]
 [  14   47]]"
1,1.179,2,460,22,r227n07.gzip,[390],330,0.97,0.67,0.03,0.12,0.05,0.03,"[[2319    1]
 [  70    2]]",0.99,0.38,0.04,0.13,0.06,0.04,"[[11808     8]
 [  136     5]]",0.97,0.5,0.03,0.11,0.05,0.03,"[[2319    2]
 [  69    2]]",0.99,0.2,0.02,0.08,0.04,0.03,"[[11807    12]
 [  135     3]]"
1,1.179,8,460,22,r227n07.gzip,[390],330,0.97,1.0,0.03,0.13,0.06,0.04,"[[2324    0]
 [  66    2]]",0.99,0.83,0.04,0.15,0.07,0.04,"[[11815     1]
 [  136     5]]",0.97,0.67,0.03,0.12,0.06,0.04,"[[2323    1]
 [  66    2]]",0.99,0.71,0.04,0.15,0.07,0.04,"[[11813     2]
 [  137     5]]"
1,1.179,2,460,22,r217n01.gzip,[390],330,0.94,0.97,0.78,0.92,0.87,0.82,"[[2242   21]
 [ 176  641]]",0.97,0.92,0.77,0.88,0.83,0.79,"[[13656   114]
 [  382  1244]]",0.92,0.88,0.82,0.87,0.85,0.83,"[[2169   89]
 [ 152  670]]",0.94,0.71,0.79,0.72,0.75,0.77,"[[13224   530]
 [  344  1298]]"
1,1.179,8,460,22,r217n01.gzip,[390],330,0.94,0.98,0.77,0.93,0.86,0.8,"[[2259   14]
 [ 186  621]]",0.97,0.93,0.77,0.89,0.84,0.79,"[[13675    95]
 [  381  1245]]",0.94,0.92,0.85,0.9,0.88,0.86,"[[2206   60]
 [ 126  688]]",0.96,0.8,0.84,0.8,0.82,0.83,"[[13405   354]
 [  261  1376]]"
