Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
1,1.411,42,460,22,r206n02.gzip,[326],231,0.75,0.47,0.99,0.52,0.64,0.81,"[[1166  525]
 [   5  463]]",0.72,0.24,0.99,0.28,0.38,0.6,"[[6879 2981]
 [  10  923]]",0.79,0.51,0.99,0.56,0.67,0.83,"[[1239  452]
 [   4  464]]",0.76,0.26,0.99,0.31,0.41,0.64,"[[7259 2601]
 [   8  925]]"
1,1.411,42,460,22,r205n12.gzip,[326],231,0.83,0.19,0.85,0.23,0.31,0.51,"[[1703  344]
 [  14   82]]",0.83,0.09,0.91,0.11,0.16,0.32,"[[8714 1807]
 [  17  175]]",0.86,0.23,0.93,0.27,0.37,0.58,"[[1750  297]
 [   7   89]]",0.85,0.1,0.95,0.12,0.19,0.36,"[[8930 1591]
 [  10  182]]"
1,1.411,42,460,22,r205n12.gzip,[326],231,0.84,0.19,0.84,0.23,0.32,0.51,"[[1711  336]
 [  15   81]]",0.83,0.09,0.9,0.11,0.16,0.32,"[[8762 1761]
 [  19  171]]",0.85,0.22,0.94,0.26,0.36,0.57,"[[1735  312]
 [   6   90]]",0.84,0.1,0.96,0.12,0.18,0.35,"[[8824 1697]
 [   8  184]]"
1,1.411,42,460,22,r209n06.gzip,[326],231,0.68,0.12,0.98,0.14,0.21,0.4,"[[1645  810]
 [   2  109]]",0.68,0.05,0.98,0.06,0.1,0.21,"[[8464 4142]
 [   4  220]]",0.97,0.65,0.58,0.63,0.61,0.59,"[[2446   29]
 [  38   53]]",0.98,0.43,0.57,0.45,0.49,0.54,"[[12507   139]
 [   79   105]]"
1,1.411,42,460,22,r209n06.gzip,[326],231,0.68,0.12,0.98,0.14,0.21,0.4,"[[1642  813]
 [   2  109]]",0.68,0.05,0.98,0.06,0.09,0.21,"[[8456 4151]
 [   5  218]]",0.97,0.61,0.58,0.6,0.59,0.58,"[[2443   33]
 [  38   52]]",0.98,0.37,0.57,0.4,0.45,0.52,"[[12468   178]
 [   79   105]]"
1,1.411,42,460,22,r212n17.gzip,[326],231,0.59,0.02,0.76,0.03,0.05,0.11,"[[1264  874]
 [   7   22]]",0.58,0.01,0.76,0.01,0.02,0.05,"[[6284 4486]
 [  15   48]]",0.82,0.04,0.62,0.05,0.07,0.15,"[[1766  377]
 [   9   15]]",0.83,0.02,0.69,0.03,0.04,0.1,"[[8897 1877]
 [  18   41]]"
1,1.411,42,460,22,r212n17.gzip,[326],231,0.45,0.02,0.71,0.02,0.04,0.08,"[[ 957 1179]
 [   9   22]]",0.46,0.01,0.77,0.01,0.02,0.04,"[[4913 5856]
 [  15   49]]",0.66,0.04,0.94,0.05,0.08,0.17,"[[1399  735]
 [   2   31]]",0.66,0.02,0.94,0.02,0.03,0.08,"[[7056 3707]
 [   4   66]]"
1,1.411,42,460,22,r210n15.gzip,[326],231,0.91,0.34,0.83,0.38,0.48,0.64,"[[2282  225]
 [  24  115]]",0.91,0.17,0.82,0.2,0.28,0.46,"[[11813  1137]
 [   50   229]]",0.92,0.39,0.84,0.44,0.54,0.68,"[[2326  180]
 [  23  117]]",0.93,0.21,0.86,0.25,0.34,0.53,"[[12036   910]
 [   39   244]]"
1,1.411,42,460,22,r210n15.gzip,[326],231,0.84,0.25,0.9,0.29,0.39,0.59,"[[2086  407]
 [  16  137]]",0.84,0.12,0.91,0.15,0.21,0.39,"[[10896  2026]
 [   28   279]]",0.95,0.49,0.8,0.53,0.61,0.71,"[[2407  109]
 [  26  104]]",0.96,0.28,0.79,0.32,0.41,0.58,"[[12427   539]
 [   55   208]]"
1,1.411,42,460,22,r221n05.gzip,[326],231,0.52,0.32,0.9,0.37,0.47,0.66,"[[647 985]
 [ 51 467]]",0.43,0.13,0.91,0.16,0.23,0.42,"[[3709 6011]
 [  94  936]]",0.68,0.44,0.98,0.49,0.6,0.78,"[[954 668]
 [ 13 515]]",0.61,0.2,0.98,0.23,0.33,0.55,"[[5520 4178]
 [  25 1027]]"
1,1.411,42,460,22,r221n05.gzip,[326],231,0.57,0.35,0.91,0.4,0.5,0.69,"[[765 874]
 [ 46 465]]",0.51,0.15,0.91,0.18,0.26,0.45,"[[4504 5230]
 [  87  929]]",0.74,0.49,0.95,0.54,0.64,0.8,"[[1108  522]
 [  28  492]]",0.69,0.23,0.95,0.27,0.37,0.58,"[[6420 3308]
 [  54  968]]"
1,1.411,42,460,22,r233n14.gzip,[326],231,0.8,0.29,0.94,0.33,0.44,0.65,"[[1846  503]
 [  13  203]]",0.78,0.13,0.93,0.15,0.22,0.41,"[[9631 2765]
 [  30  396]]",0.99,0.92,0.92,0.92,0.92,0.92,"[[2352   16]
 [  15  182]]",0.99,0.78,0.9,0.8,0.83,0.87,"[[12321   103]
 [   41   357]]"
1,1.411,42,460,22,r233n14.gzip,[326],231,0.79,0.28,0.95,0.33,0.44,0.65,"[[1818  529]
 [  10  208]]",0.77,0.12,0.94,0.15,0.22,0.4,"[[9475 2917]
 [  25  405]]",0.95,0.64,0.93,0.69,0.76,0.86,"[[2248  108]
 [  14  195]]",0.95,0.39,0.91,0.44,0.55,0.72,"[[11815   592]
 [   37   378]]"
1,1.411,42,460,22,r234n10.gzip,[326],231,0.94,0.14,0.72,0.17,0.23,0.39,"[[2120  130]
 [   8   21]]",0.94,0.07,0.73,0.08,0.12,0.25,"[[10706   625]
 [   17    45]]",0.94,0.18,0.94,0.21,0.3,0.5,"[[2113  135]
 [   2   29]]",0.94,0.08,0.83,0.1,0.15,0.29,"[[10703   624]
 [   11    55]]"
1,1.411,42,460,22,r234n10.gzip,[326],231,0.94,0.14,0.73,0.17,0.24,0.4,"[[2116  133]
 [   8   22]]",0.94,0.07,0.74,0.09,0.13,0.26,"[[10714   614]
 [   17    48]]",0.94,0.17,0.94,0.21,0.29,0.5,"[[2111  137]
 [   2   29]]",0.94,0.08,0.83,0.1,0.15,0.29,"[[10691   636]
 [   11    55]]"
1,1.411,42,460,22,r232n05.gzip,[326],231,0.95,0.17,0.79,0.2,0.28,0.46,"[[1996  107]
 [   6   22]]",0.95,0.09,0.87,0.11,0.16,0.32,"[[10051   542]
 [    8    54]]",0.98,0.37,0.64,0.41,0.47,0.56,"[[2079   27]
 [   9   16]]",0.99,0.28,0.77,0.32,0.41,0.57,"[[10472   122]
 [   14    47]]"
1,1.411,42,460,22,r232n05.gzip,[326],231,0.99,0.51,0.69,0.54,0.59,0.64,"[[2078   21]
 [  10   22]]",0.99,0.26,0.69,0.3,0.38,0.52,"[[10456   132]
 [   21    46]]",0.99,0.62,0.52,0.6,0.57,0.54,"[[2098    8]
 [  12   13]]",0.99,0.47,0.56,0.49,0.51,0.54,"[[10562    36]
 [   25    32]]"
1,1.411,42,460,22,r214n09.gzip,[326],231,0.99,0.8,0.35,0.63,0.48,0.39,"[[1947    2]
 [  15    8]]",1.0,0.57,0.27,0.47,0.36,0.3,"[[9806    9]
 [  33   12]]",0.75,0.08,0.88,0.1,0.15,0.29,"[[1437  487]
 [   6   42]]",0.73,0.03,0.83,0.04,0.06,0.14,"[[7155 2604]
 [  17   84]]"
1,1.411,42,460,22,r214n09.gzip,[326],231,0.99,0.73,0.35,0.6,0.47,0.39,"[[1946    3]
 [  15    8]]",1.0,0.52,0.27,0.44,0.35,0.3,"[[9804   11]
 [  33   12]]",0.62,0.07,0.95,0.09,0.14,0.28,"[[1152  756]
 [   3   61]]",0.6,0.03,0.93,0.04,0.06,0.14,"[[5786 3939]
 [   9  126]]"
1,1.411,42,460,22,r231n18.gzip,[326],231,0.99,0.54,0.7,0.57,0.61,0.66,"[[1629   16]
 [   8   19]]",0.98,0.22,0.64,0.25,0.32,0.46,"[[8162  138]
 [  21   38]]",0.99,0.91,0.48,0.77,0.62,0.53,"[[1650    1]
 [  11   10]]",1.0,0.76,0.48,0.68,0.59,0.52,"[[8306    7]
 [  24   22]]"
1,1.411,42,460,22,r231n18.gzip,[326],231,0.98,0.5,0.7,0.53,0.58,0.65,"[[1626   19]
 [   8   19]]",0.98,0.2,0.68,0.23,0.31,0.46,"[[8133  166]
 [  19   41]]",0.99,0.83,0.48,0.72,0.61,0.52,"[[1649    2]
 [  11   10]]",1.0,0.59,0.49,0.57,0.53,0.51,"[[8296   16]
 [  24   23]]"
1,1.411,42,460,22,r227n07.gzip,[326],231,0.88,0.19,0.73,0.23,0.31,0.47,"[[2037  267]
 [  24   64]]",0.89,0.09,0.76,0.11,0.16,0.3,"[[10496  1295]
 [   40   126]]",0.87,0.2,0.83,0.23,0.32,0.5,"[[2018  288]
 [  15   71]]",0.88,0.09,0.82,0.11,0.16,0.3,"[[10378  1415]
 [   30   134]]"
1,1.411,42,460,22,r227n07.gzip,[326],231,0.83,0.16,0.85,0.2,0.28,0.46,"[[1911  390]
 [  14   77]]",0.84,0.07,0.85,0.09,0.14,0.27,"[[9919 1863]
 [  27  148]]",0.86,0.19,0.84,0.23,0.31,0.5,"[[1992  312]
 [  14   74]]",0.87,0.08,0.83,0.1,0.15,0.3,"[[10283  1507]
 [   28   139]]"
1,1.411,42,460,22,r217n01.gzip,[326],231,0.92,0.9,0.77,0.87,0.83,0.79,"[[2187   71]
 [ 190  632]]",0.95,0.75,0.78,0.76,0.77,0.77,"[[13346   413]
 [  365  1272]]",0.95,0.97,0.84,0.94,0.9,0.86,"[[2245   20]
 [ 131  684]]",0.98,0.92,0.84,0.9,0.88,0.86,"[[13655   117]
 [  257  1367]]"
1,1.411,42,460,22,r217n01.gzip,[326],231,0.93,0.98,0.75,0.93,0.85,0.79,"[[2254   10]
 [ 201  615]]",0.97,0.96,0.76,0.91,0.85,0.8,"[[13720    51]
 [  386  1239]]",0.94,0.94,0.83,0.91,0.88,0.85,"[[2213   47]
 [ 137  683]]",0.96,0.83,0.84,0.83,0.83,0.84,"[[13477   284]
 [  262  1373]]"
